"","ticker","quarter_end","iQuarter","tickerQ","signal_subrevenue","isRight","signal_theta","signal_RF","signal_perfect","signal_subrevenue2","announcement_date","sales","bbg","adj.Announcement.Date"
"1","aan us equity",2015-03-31,0,"aan0",-1,0,"1","-1",1,NA,"4/24/2015","821.814",794.143,"2015-04-23"
"2","aan us equity",2015-06-30,1,"aan1",1,1,"1","1",1,NA,"7/24/2015","769.049",763.875,"2015-07-23"
"3","aan us equity",2015-09-30,2,"aan2",-1,1,"1","1",-1,"-1","10/30/2015","767.694",779.75,"2015-10-29"
"4","aan us equity",2015-12-31,3,"aan3",1,1,"-1","-1",1,"1","2/18/2016","821.199",807,"2016-02-17"
"5","aan us equity",2016-03-31,4,"aan4",-1,1,"-1","-1",-1,"-1","4/29/2016","854.427",861.857,"2016-04-28"
"6","aan us equity",2016-06-30,5,"aan5",-1,1,"-1","-1",-1,"-1","7/29/2016","789.353",811,"2016-07-28"
"7","aan us equity",2016-09-30,6,"aan6",1,0,"1","1",-1,"1","10/28/2016","768.982",784.333,"2016-10-27"
"8","aan us equity",2016-12-31,7,"aan7",1,0,"1","1",-1,"1","2/17/2017","794.954",816.875,"2017-02-16"
"9","aan us equity",2017-03-31,8,"aan8",-1,0,"-1","-1",1,"-1","4/28/2017","844.554",831.375,"2017-04-27"
"10","aap us equity",2015-03-31,0,"aap0",-1,1,NA,NA,-1,"-1","5/21/2015","3038.233",3048.444,"2015-05-20"
"11","aap us equity",2015-06-30,1,"aap1",1,0,NA,NA,-1,NA,"8/13/2015","2370.037",2383.714,"2015-08-12"
"12","aap us equity",2015-09-30,2,"aap2",1,0,NA,NA,-1,"1","11/12/2015","2295.203",2326.947,"2015-11-11"
"13","aap us equity",2015-12-31,3,"aap3",1,0,NA,NA,-1,"1","2/11/2016","2033.545",2050.389,"2016-02-10"
"14","aap us equity",2016-03-31,4,"aap4",-1,1,NA,NA,-1,"-1","5/19/2016","2979.778",3006.625,"2016-05-18"
"15","aap us equity",2016-06-30,5,"aap5",1,1,NA,NA,1,"1","8/16/2016","2256.155",2243.556,"2016-08-15"
"16","aap us equity",2016-09-30,6,"aap6",1,1,NA,NA,1,"1","11/14/2016","2248.855",2198.263,"2016-11-14"
"17","aap us equity",2016-12-31,7,"aap7",1,1,NA,NA,1,"1","2/21/2017","2082.891",2016.286,"2017-02-20"
"18","aap us equity",2017-03-31,8,"aap8",-1,1,NA,NA,-1,"-1","5/24/2017","2890.838",2949.286,"2017-05-23"
"19","aeo us equity",2015-04-30,0,"aeo0",1,1,"-1","1",1,"1","5/20/2015","699.52",691.5,"2015-05-19"
"20","aeo us equity",2015-07-31,1,"aeo1",1,1,"1","1",1,"1","8/19/2015","797.428",769.44,"2015-08-18"
"21","aeo us equity",2015-10-31,2,"aeo2",-1,1,"-1","-1",-1,"-1","12/2/2015","919.072",928.167,"2015-12-02"
"22","aeo us equity",2016-01-31,3,"aeo3",-1,1,"-1","-1",-1,"-1","3/2/2016","1105.828",1116.762,"2016-03-02"
"23","aeo us equity",2016-04-30,4,"aeo4",1,1,"1","1",1,"1","5/18/2016","749.416",731.087,"2016-05-18"
"24","aeo us equity",2016-07-31,5,"aeo5",1,1,"1","1",1,"1","8/17/2016","822.594",819.9,"2016-08-16"
"25","aeo us equity",2016-10-31,6,"aeo6",-1,1,"-1","1",-1,"-1","11/30/2016","940.609",941.3,"2016-11-29"
"26","aeo us equity",2017-01-31,7,"aeo7",1,0,"-1","-1",-1,"1","3/1/2017","1097.246",1111.25,"2017-02-28"
"27","aeo us equity",2017-04-30,8,"aeo8",1,1,"1","1",1,"1","5/17/2017","761.836",741.778,"2017-05-16"
"28","an us equity",2015-03-31,0,"an0",1,1,"1","1",1,"1","4/22/2015","4944.2",4826,"2015-04-21"
"29","an us equity",2015-06-30,1,"an1",-1,1,"-1","-1",-1,"-1","7/22/2015","5224.3",5237.2,"2015-07-21"
"30","an us equity",2015-09-30,2,"an2",-1,0,"-1","-1",1,"-1","10/28/2015","5353.7",5347.917,"2015-10-27"
"31","an us equity",2015-12-31,3,"an3",-1,1,"-1","-1",-1,"-1","1/28/2016","5339.8",5437.833,"2016-01-27"
"32","an us equity",2016-03-31,4,"an4",1,0,"1","1",-1,"1","4/22/2016","5119.6",5295.462,"2016-04-21"
"33","an us equity",2016-06-30,5,"an5",-1,1,"-1","-1",-1,"-1","7/29/2016","5441.4",5494.917,"2016-07-28"
"34","an us equity",2016-09-30,6,"an6",-1,1,"-1","-1",-1,"-1","10/28/2016","5567.5",5611.692,"2016-10-27"
"35","an us equity",2016-12-31,7,"an7",-1,1,"-1","-1",-1,"-1","2/3/2017","5480.5",5615,"2017-02-02"
"36","an us equity",2017-03-31,8,"an8",1,0,"1","1",-1,"1","4/25/2017","5139.4",5318.077,"2017-04-24"
"37","azo us equity",2015-05-31,0,"azo0",1,0,NA,NA,-1,"1","5/26/2015","2493.021",2496.091,"2015-05-25"
"38","azo us equity",2015-08-31,1,"azo1",-1,0,NA,NA,1,"-1","9/22/2015","3290.404",3255.118,"2015-09-21"
"39","azo us equity",2015-11-30,2,"azo2",1,0,NA,NA,-1,"1","12/8/2015","2386.043",2390.389,"2015-12-07"
"40","azo us equity",2016-02-29,3,"azo3",1,0,NA,NA,-1,"1","3/1/2016","2257.192",2259,"2016-02-29"
"41","azo us equity",2016-05-31,4,"azo4",-1,1,NA,NA,-1,"-1","5/24/2016","2593.672",2630.059,"2016-05-23"
"42","azo us equity",2016-08-31,5,"azo5",-1,1,NA,NA,-1,"-1","9/22/2016","3398.769",3423.842,"2016-09-21"
"43","azo us equity",2016-11-30,6,"azo6",-1,1,NA,NA,-1,"-1","12/6/2016","2467.845",2487.889,"2016-12-05"
"44","azo us equity",2017-02-28,7,"azo7",1,0,NA,NA,-1,"1","2/28/2017","2289.219",2345.095,"2017-02-27"
"45","azo us equity",2017-05-31,8,"azo8",-1,1,NA,NA,-1,"-1","5/23/2017","2619.007",2695.905,"2017-05-22"
"46","bbby us equity",2015-05-31,0,"bbby0",1,0,NA,NA,-1,"1","6/24/2015","2738.495",2743.474,"2015-06-24"
"47","bbby us equity",2015-08-31,1,"bbby1",-1,1,NA,NA,-1,"-1","9/24/2015","2995.469",3032.211,"2015-09-24"
"48","bbby us equity",2015-11-30,2,"bbby2",-1,1,NA,NA,-1,"-1","1/7/2016","2952.031",2964.706,"2016-01-07"
"49","bbby us equity",2016-02-29,3,"bbby3",-1,0,NA,NA,1,"-1","4/6/2016","3417.892",3384.167,"2016-04-06"
"50","bbby us equity",2016-05-31,4,"bbby4",1,0,NA,NA,-1,"1","6/22/2016","2738.084",2777.19,"2016-06-22"
"51","bbby us equity",2016-08-31,5,"bbby5",-1,1,NA,NA,-1,"-1","9/21/2016","2988.235",3050.7,"2016-09-21"
"52","bbby us equity",2016-11-30,6,"bbby6",1,0,NA,NA,-1,"1","12/21/2016","2955.484",3012.8,"2016-12-21"
"53","bbby us equity",2017-02-28,7,"bbby7",1,1,NA,NA,1,"1","4/5/2017","3533.954",3501.095,"2017-04-05"
"54","bby us equity",2015-04-30,0,"bby0",-1,0,"-1","-1",1,"-1","5/21/2015","8558",8464.45,"2015-05-20"
"55","bby us equity",2015-07-31,1,"bby1",1,1,"1","1",1,"1","8/25/2015","8528",8287.316,"2015-08-24"
"56","bby us equity",2015-10-31,2,"bby2",1,0,"1","1",-1,"1","11/19/2015","8819",8831.444,"2015-11-18"
"57","bby us equity",2016-01-31,3,"bby3",-1,0,"-1","-1",1,"-1","2/25/2016","13623",13590,"2016-02-24"
"58","bby us equity",2016-04-30,4,"bby4",1,1,"1","1",1,"1","5/24/2016","8443",8292.947,"2016-05-23"
"59","bby us equity",2016-07-31,5,"bby5",1,1,"1","1",1,"1","8/23/2016","8533",8391.444,"2016-08-22"
"60","bby us equity",2016-10-31,6,"bby6",1,1,"1","1",1,"1","11/17/2016","8945",8847.579,"2016-11-16"
"61","bby us equity",2017-01-31,7,"bby7",-1,1,"-1","-1",-1,"-1","3/1/2017","13482",13624.81,"2017-02-28"
"62","bby us equity",2017-04-30,8,"bby8",1,1,"1","1",1,"1","5/25/2017","8528",8277.667,"2017-05-24"
"63","big us equity",2015-04-30,0,"big0",-1,1,NA,NA,-1,"-1","5/29/2015","1280.455",1282.214,"2015-05-28"
"64","big us equity",2015-07-31,1,"big1",-1,0,NA,NA,1,"-1","8/28/2015","1209.686",1201.846,"2015-08-27"
"65","big us equity",2015-10-31,2,"big2",1,0,NA,NA,-1,"1","12/4/2015","1116.474",1119,"2015-12-03"
"66","big us equity",2016-01-31,3,"big3",-1,1,NA,NA,-1,"-1","3/4/2016","1583.967",1603.417,"2016-03-03"
"67","big us equity",2016-04-30,4,"big4",1,1,NA,NA,1,"1","5/27/2016","1312.575",1295.5,"2016-05-26"
"68","big us equity",2016-07-31,5,"big5",1,0,NA,NA,-1,"1","8/26/2016","1203.155",1216,"2016-08-25"
"69","big us equity",2016-10-31,6,"big6",1,0,NA,NA,-1,"1","12/2/2016","1105.498",1117.833,"2016-12-01"
"70","big us equity",2017-01-31,7,"big7",-1,1,NA,NA,-1,"-1","3/3/2017","1579.211",1588.462,"2017-03-02"
"71","big us equity",2017-04-30,8,"big8",-1,1,NA,NA,-1,"-1","5/26/2017","1296.787",1308.571,"2017-05-25"
"72","bjri us equity",2015-03-31,0,"bjri0",-1,1,"-1","-1",-1,"-1","4/23/2015","225.069",226.714,"2015-04-23"
"73","bjri us equity",2015-06-30,1,"bjri1",-1,1,"-1","-1",-1,"-1","7/23/2015","232.013",236.143,"2015-07-23"
"74","bjri us equity",2015-09-30,2,"bjri2",1,1,"1",NA,1,"1","10/22/2015","229.412",228.154,"2015-10-22"
"75","bjri us equity",2015-12-31,3,"bjri3",1,0,"1","1",-1,"1","2/18/2016","233.103",234.077,"2016-02-18"
"76","bjri us equity",2016-03-31,4,"bjri4",-1,1,"-1","1",-1,"-1","4/21/2016","243.401",244.833,"2016-04-21"
"77","bjri us equity",2016-06-30,5,"bjri5",-1,1,"-1","-1",-1,"-1","7/26/2016","250.328",252.833,"2016-07-26"
"78","bjri us equity",2016-09-30,6,"bjri6",1,0,"1","1",-1,"1","10/19/2016","233.702",239.231,"2016-10-19"
"79","bjri us equity",2016-12-31,7,"bjri7",-1,0,"-1","-1",1,"-1","2/23/2017","265.621",264.167,"2017-02-23"
"80","bjri us equity",2017-03-31,8,"bjri8",-1,0,"-1","-1",1,"-1","4/27/2017","257.816",255.818,"2017-04-27"
"81","bke us equity",2015-04-30,0,"bke0",-1,1,NA,NA,-1,"-1","5/21/2015","271.345",271.5,"2015-05-20"
"82","bke us equity",2015-07-31,1,"bke1",1,1,NA,NA,1,"1","8/20/2015","236.053",236,"2015-08-19"
"83","bke us equity",2015-10-31,2,"bke2",-1,0,NA,NA,1,"-1","11/19/2015","280.187",280,"2015-11-18"
"84","bks us equity",2015-04-30,0,"bks0",-1,0,NA,NA,1,NA,"6/25/2015","1184.079",1172.667,"2015-06-24"
"85","bks us equity",2015-07-31,1,"bks1",1,1,NA,NA,1,"1","9/9/2015","1217.542",999,"2015-09-08"
"86","bks us equity",2015-10-31,2,"bks2",1,0,NA,NA,-1,"1","12/3/2015","894.654",918,"2015-12-03"
"87","bks us equity",2016-01-31,3,"bks3",-1,1,NA,NA,-1,"-1","3/3/2016","1413.947",1423,"2016-03-02"
"88","bks us equity",2016-04-30,4,"bks4",1,0,NA,NA,-1,"1","6/22/2016","876.684",881.5,"2016-06-22"
"89","bks us equity",2016-07-31,5,"bks5",1,0,NA,NA,-1,"-1","9/8/2016","913.882",958.5,"2016-09-07"
"90","bks us equity",2016-10-31,6,"bks6",-1,0,NA,NA,1,"-1","11/22/2016","858.548",845,"2016-11-21"
"91","bks us equity",2017-01-31,7,"bks7",-1,0,NA,NA,1,"-1","3/2/2017","1300.908",1284.5,"2017-03-01"
"92","blmn us equity",2015-03-31,0,"blmn0",-1,1,NA,NA,-1,NA,"5/5/2015","1202.059",1211.889,"2015-05-04"
"93","blmn us equity",2015-06-30,1,"blmn1",-1,1,NA,NA,-1,NA,"8/4/2015","1099.597",1104.818,"2015-08-03"
"94","blmn us equity",2015-09-30,2,"blmn2",1,0,NA,NA,-1,"1","11/3/2015","1026.721",1035.154,"2015-11-02"
"95","blmn us equity",2015-12-31,3,"blmn3",-1,1,NA,NA,-1,"-1","2/17/2016","1049.299",1062.5,"2016-02-16"
"96","blmn us equity",2016-03-31,4,"blmn4",1,0,NA,NA,-1,"-1","4/26/2016","1164.188",1166.545,"2016-04-25"
"97","blmn us equity",2016-06-30,5,"blmn5",1,0,NA,NA,-1,"-1","7/29/2016","1078.588",1090.583,"2016-07-28"
"98","blmn us equity",2016-09-30,6,"blmn6",1,1,NA,NA,1,"1","10/28/2016","1005.387",1004.667,"2016-10-27"
"99","blmn us equity",2016-12-31,7,"blmn7",-1,1,NA,NA,-1,"-1","2/17/2017","1004.149",1020.417,"2017-02-16"
"100","blmn us equity",2017-03-31,8,"blmn8",-1,0,NA,NA,1,"-1","4/26/2017","1143.823",1134.091,"2017-04-25"
"101","bobe us equity",2015-04-30,0,"bobe0",1,1,NA,NA,1,"1","6/16/2015","332.393",329,"2015-06-16"
"102","bobe us equity",2015-07-31,1,"bobe1",1,0,NA,NA,-1,"1","9/1/2015","321.713",324.333,"2015-09-01"
"103","bobe us equity",2015-10-31,2,"bobe2",-1,1,NA,NA,-1,"-1","12/1/2015","325.021",330,"2015-12-01"
"104","bobe us equity",2016-01-31,3,"bobe3",1,1,NA,NA,1,"1","3/1/2016","346.505",344.5,"2016-03-01"
"105","bobe us equity",2016-04-30,4,"bobe4",-1,0,NA,NA,1,"-1","6/14/2016","345.587",345.333,"2016-06-14"
"106","bobe us equity",2016-07-31,5,"bobe5",-1,1,NA,NA,-1,"-1","8/31/2016","306.317",311,"2016-08-30"
"107","bobe us equity",2016-10-31,6,"bobe6",-1,1,NA,NA,-1,"-1","12/5/2016","315.963",318,"2016-12-05"
"108","bobe us equity",2017-01-31,7,"bobe7",-1,1,NA,NA,-1,"-1","3/8/2017","335.9",344.667,"2017-03-07"
"109","bobe us equity",2017-04-30,8,"bobe8",1,0,NA,NA,-1,"1","6/15/2017","99.923",105.5,"2017-06-14"
"110","burl us equity",2015-04-30,0,"burl0",-1,1,"-1","-1",-1,"-1","6/9/2015","1190.919",1219.091,"2015-06-08"
"111","burl us equity",2015-07-31,1,"burl1",1,1,"1","1",1,"1","8/27/2015","1144.218",1122,"2015-08-26"
"112","burl us equity",2015-10-31,2,"burl2",1,0,"1","1",-1,"1","11/24/2015","1238.669",1242.091,"2015-11-23"
"113","burl us equity",2016-01-31,3,"burl3",-1,0,"-1","-1",1,"-1","3/3/2016","1548.682",1544.333,"2016-03-02"
"114","burl us equity",2016-04-30,4,"burl4",1,1,"1","1",1,"1","5/26/2016","1288.884",1269.917,"2016-05-25"
"115","burl us equity",2016-07-31,5,"burl5",1,1,"1","1",1,"1","8/25/2016","1260.716",1242.667,"2016-08-24"
"116","burl us equity",2016-10-31,6,"burl6",1,1,"1","1",1,"1","11/22/2016","1349.047",1326,"2016-11-21"
"117","burl us equity",2017-01-31,7,"burl7",-1,0,"-1","-1",1,"-1","3/2/2017","1692.304",1663.786,"2017-03-01"
"118","burl us equity",2017-04-30,8,"burl8",-1,1,"-1","1",-1,"-1","5/25/2017","1352.219",1367.125,"2017-05-24"
"119","bwld us equity",2015-03-31,0,"bwld0",-1,1,NA,NA,-1,"-1","4/28/2015","440.586",452.667,"2015-04-28"
"120","bwld us equity",2015-06-30,1,"bwld1",1,0,NA,NA,-1,"1","7/28/2015","426.387",429.696,"2015-07-28"
"121","bwld us equity",2015-09-30,2,"bwld2",-1,1,NA,NA,-1,"-1","10/28/2015","455.526",466.792,"2015-10-28"
"122","bwld us equity",2015-12-31,3,"bwld3",-1,1,NA,NA,-1,"-1","2/3/2016","490.223",507.708,"2016-02-03"
"123","bwld us equity",2016-03-31,4,"bwld4",-1,1,NA,NA,-1,"-1","4/26/2016","508.257",530.792,"2016-04-26"
"124","bwld us equity",2016-06-30,5,"bwld5",1,0,NA,NA,-1,"1","7/26/2016","490.178",498.167,"2016-07-26"
"125","bwld us equity",2016-09-30,6,"bwld6",1,0,NA,NA,-1,"1","10/26/2016","494.167",500.44,"2016-10-26"
"126","bwld us equity",2016-12-31,7,"bwld7",1,0,NA,NA,-1,"1","2/7/2017","494.191",513.13,"2017-02-07"
"127","bwld us equity",2017-03-31,8,"bwld8",-1,1,NA,NA,-1,"-1","4/26/2017","534.763",536.143,"2017-04-26"
"128","cab us equity",2015-03-31,0,"cab0",1,1,"1","1",1,"1","4/23/2015","827.076",804.2,"2015-04-22"
"129","cab us equity",2015-06-30,1,"cab1",1,0,"1","1",-1,"1","7/23/2015","836.276",851.353,"2015-07-22"
"130","cab us equity",2015-09-30,2,"cab2",-1,1,"-1",NA,-1,"-1","10/22/2015","926.523",973.133,"2015-10-21"
"131","cab us equity",2015-12-31,3,"cab3",-1,0,"-1","-1",1,"-1","2/18/2016","1407.827",1383.357,"2016-02-17"
"132","cab us equity",2016-03-31,4,"cab4",1,0,"1","1",-1,"1","4/28/2016","864.662",892.308,"2016-04-27"
"133","cab us equity",2016-06-30,5,"cab5",1,1,"1",NA,1,"1","7/28/2016","929.897",905.273,"2016-07-27"
"134","cab us equity",2016-09-30,6,"cab6",1,0,"1","1",-1,"1","10/26/2016","996.495",1016.4,"2016-10-25"
"135","cab us equity",2016-12-31,7,"cab7",-1,1,"-1","-1",-1,"-1","2/16/2017","1338.305",1425,"2017-02-15"
"136","cab us equity",2017-03-31,8,"cab8",-1,1,"-1","1",-1,"-1","5/4/2017","834.889",868.111,"2017-05-03"
"137","cake us equity",2015-03-31,0,"cake0",-1,1,"-1","-1",-1,"-1","4/22/2015","517.973",520,"2015-04-22"
"138","cake us equity",2015-06-30,1,"cake1",-1,1,"-1","-1",-1,"-1","7/22/2015","529.107",530.375,"2015-07-22"
"139","cake us equity",2015-09-30,2,"cake2",-1,1,"-1","-1",-1,"-1","10/26/2015","526.688",535.294,"2015-10-26"
"140","cake us equity",2015-12-31,3,"cake3",1,0,"1","1",-1,"1","2/16/2016","526.841",528.824,"2016-02-16"
"141","cake us equity",2016-03-31,4,"cake4",-1,1,"-1","1",-1,"-1","4/27/2016","553.693",555.278,"2016-04-27"
"142","cake us equity",2016-06-30,5,"cake5",-1,1,"-1","-1",-1,"-1","7/27/2016","558.862",563.188,"2016-07-27"
"143","cake us equity",2016-09-30,6,"cake6",1,1,"1","1",1,"1","10/26/2016","560.018",556.563,"2016-10-26"
"144","cake us equity",2016-12-31,7,"cake7",-1,0,"-1","-1",1,"-1","2/22/2017","603.146",595.063,"2017-02-22"
"145","cake us equity",2017-03-31,8,"cake8",-1,1,"-1","-1",-1,"-1","5/3/2017","563.426",569.938,"2017-05-03"
"146","car us equity",2015-03-31,0,"car0",1,0,"1",NA,-1,NA,"5/4/2015","1850",1906.286,"2015-05-04"
"147","car us equity",2015-06-30,1,"car1",1,0,"1",NA,-1,NA,"8/3/2015","2173",2238.5,"2015-08-03"
"148","car us equity",2015-09-30,2,"car2",-1,1,"-1",NA,-1,"-1","11/2/2015","2577",2592.833,"2015-11-02"
"149","car us equity",2015-12-31,3,"car3",-1,1,"1","1",-1,"-1","2/23/2016","1902",1926.833,"2016-02-23"
"150","car us equity",2016-03-31,4,"car4",1,1,"1","1",1,"-1","5/3/2016","1881",1879.4,"2016-05-03"
"151","car us equity",2016-06-30,5,"car5",1,1,"1",NA,1,"-1","8/2/2016","2243",2214.75,"2016-08-02"
"152","car us equity",2016-09-30,6,"car6",-1,0,"-1",NA,1,"-1","11/2/2016","2656",2650,"2016-11-02"
"153","car us equity",2016-12-31,7,"car7",1,0,"1","1",-1,"1","2/15/2017","1879",1966.286,"2017-02-15"
"154","car us equity",2017-03-31,8,"car8",-1,1,"-1",NA,-1,"-1","5/3/2017","1839",1879.714,"2017-05-03"
"155","casy us equity",2015-04-30,0,"casy0",1,1,"1","1",1,NA,"6/8/2015","1653.858",1642.375,"2015-06-08"
"156","casy us equity",2015-07-31,1,"casy1",-1,0,"-1","-1",1,"-1","9/8/2015","2048.592",1977.444,"2015-09-08"
"157","casy us equity",2015-10-31,2,"casy2",-1,1,"-1","-1",-1,"-1","12/7/2015","1924.6",1957.556,"2015-12-07"
"158","casy us equity",2016-01-31,3,"casy3",1,0,"1",NA,-1,"-1","3/7/2016","1565.94",1594.778,"2016-03-07"
"159","casy us equity",2016-04-30,4,"casy4",1,1,"1","1",1,"1","6/6/2016","1582.954",1570.273,"2016-06-06"
"160","casy us equity",2016-07-31,5,"casy5",-1,1,"-1",NA,-1,"-1","9/6/2016","1970.079",1982.75,"2016-09-06"
"161","casy us equity",2016-10-31,6,"casy6",-1,1,"1",NA,-1,"-1","12/7/2016","1920.055",1936.636,"2016-12-07"
"162","casy us equity",2017-01-31,7,"casy7",-1,1,"-1","1",-1,"-1","3/6/2017","1769.993",1814.364,"2017-03-06"
"163","casy us equity",2017-04-30,8,"casy8",-1,1,"-1",NA,-1,"-1","6/5/2017","1846.46",1875.182,"2017-06-05"
"164","cato us equity",2015-04-30,0,"cato0",-1,1,NA,NA,-1,"-1","5/21/2015","283.899",284,"2015-05-20"
"165","cato us equity",2015-07-31,1,"cato1",1,0,NA,NA,-1,"1","8/20/2015","251.269",252,"2015-08-19"
"166","cato us equity",2015-10-31,2,"cato2",1,0,NA,NA,-1,"1","11/19/2015","225.467",226,"2015-11-18"
"167","cato us equity",2016-01-31,3,"cato3",-1,0,NA,NA,1,"-1","3/17/2016","250.456",250,"2016-03-16"
"168","cato us equity",2016-04-30,4,"cato4",-1,1,NA,NA,-1,"-1","5/19/2016","287.973",288,"2016-05-18"
"169","cato us equity",2016-07-31,5,"cato5",-1,1,NA,NA,-1,"-1","8/18/2016","238.887",239,"2016-08-17"
"170","cato us equity",2016-10-31,6,"cato6",1,1,NA,NA,1,"1","11/17/2016","209.262",209,"2016-11-16"
"171","cato us equity",2017-01-31,7,"cato7",1,0,NA,NA,-1,"1","3/16/2017","220.447",221,"2017-03-15"
"172","cato us equity",2017-04-30,8,"cato8",-1,1,NA,NA,-1,"-1","5/18/2017","239.741",240,"2017-05-17"
"173","cbrl us equity",2015-04-30,0,"cbrl0",1,1,NA,NA,1,"1","6/2/2015","683.705",680,"2015-06-01"
"174","cbrl us equity",2015-07-31,1,"cbrl1",-1,1,NA,NA,-1,"-1","9/16/2015","719.185",724.333,"2015-09-15"
"175","cbrl us equity",2015-10-31,2,"cbrl2",-1,1,NA,NA,-1,"-1","11/24/2015","702.629",704.6,"2015-11-23"
"176","cbrl us equity",2016-01-31,3,"cbrl3",-1,1,NA,NA,-1,"-1","2/23/2016","764.002",766.833,"2016-02-22"
"177","cbrl us equity",2016-04-30,4,"cbrl4",1,0,NA,NA,-1,"1","6/1/2016","700.136",705.5,"2016-05-31"
"178","cbrl us equity",2016-07-31,5,"cbrl5",-1,0,NA,NA,1,"-1","9/14/2016","745.584",742.571,"2016-09-13"
"179","cbrl us equity",2016-10-31,6,"cbrl6",1,0,NA,NA,-1,"1","11/22/2016","709.971",713.857,"2016-11-21"
"180","cbrl us equity",2017-01-31,7,"cbrl7",1,0,NA,NA,-1,"1","2/21/2017","772.682",780.875,"2017-02-20"
"181","cbrl us equity",2017-04-30,8,"cbrl8",1,0,NA,NA,-1,"1","5/23/2017","700.41",713.125,"2017-05-22"
"182","chef us equity",2015-03-31,0,"chef0",1,0,"1","1",-1,"1","5/6/2015","198.876",202.5,"2015-05-06"
"183","chef us equity",2015-06-30,1,"chef1",-1,0,"-1",NA,1,"-1","7/30/2015","282.882",281,"2015-07-30"
"184","chef us equity",2015-09-30,2,"chef2",-1,0,"-1",NA,1,"-1","11/3/2015","277.516",276.167,"2015-11-03"
"185","chef us equity",2015-12-31,3,"chef3",-1,0,"-1",NA,1,"-1","2/18/2016","299.722",297.333,"2016-02-18"
"186","chef us equity",2016-03-31,4,"chef4",1,0,"1","1",-1,"1","5/3/2016","262.401",265.25,"2016-05-03"
