"","ticker","quarter_end","iQuarter","tickerQ","signal_subrevenue","isRight","signal_theta","signal_RF","signal_perfect","signal_subrevenue2","announcement_date","sales","bbg","adj.Announcement.Date"
"757","shld us equity",2016-04-30,4,"shld4",1,1,NA,NA,1,"-1","5/26/2016","5394",5256,"2016-05-25"
"758","shld us equity",2016-07-31,5,"shld5",1,1,NA,NA,1,"1","8/25/2016","5663",5433,"2016-08-24"
"759","shld us equity",2016-10-31,6,"shld6",1,1,NA,NA,1,"1","12/8/2016","5029",4947,"2016-12-07"
"760","shld us equity",2017-01-31,7,"shld7",-1,0,NA,NA,1,"-1","3/9/2017","6052",5891,"2017-03-08"
"761","shld us equity",2017-04-30,8,"shld8",1,1,NA,NA,1,"1","5/25/2017","4301",4054,"2017-05-24"
"762","sig us equity",2015-04-30,0,"sig0",-1,1,"-1","-1",-1,NA,"5/28/2015","1539.2",1549.444,"2015-05-27"
"763","sig us equity",2015-07-31,1,"sig1",-1,0,"1","1",1,"1","8/27/2015","1417.8",1388.1,"2015-08-26"
"764","sig us equity",2015-10-31,2,"sig2",1,0,"1","1",-1,"1","11/24/2015","1222.6",1228.933,"2015-11-23"
"765","sig us equity",2016-01-31,3,"sig3",-1,1,"-1","-1",-1,"-1","3/24/2016","2397.8",2406.429,"2016-03-23"
"766","sig us equity",2016-04-30,4,"sig4",1,0,"1","1",-1,"1","5/26/2016","1583.1",1607.714,"2016-05-25"
"767","sig us equity",2016-07-31,5,"sig5",1,0,"1","1",-1,"1","8/25/2016","1376.9",1435,"2016-08-24"
"768","sig us equity",2016-10-31,6,"sig6",1,1,"1","1",1,"1","11/22/2016","1189.2",1176.667,"2016-11-21"
"769","sig us equity",2017-01-31,7,"sig7",1,0,"-1","-1",-1,"1","3/9/2017","2272.5",2298.917,"2017-03-08"
"770","sig us equity",2017-04-30,8,"sig8",-1,1,"1","1",-1,"1","5/25/2017","1403.4",1454.818,"2017-05-24"
"771","six us equity",2015-03-31,0,"six0",1,1,"1","1",1,NA,"4/22/2015","85.155",83.125,"2015-04-21"
"772","six us equity",2015-06-30,1,"six1",1,0,"1","1",-1,NA,"7/22/2015","386.065",399.25,"2015-07-21"
"773","six us equity",2015-09-30,2,"six2",-1,0,"-1","-1",1,"-1","10/19/2015","575.261",558.556,"2015-10-19"
"774","six us equity",2015-12-31,3,"six3",-1,0,"-1","1",1,"-1","2/18/2016","217.457",192.9,"2016-02-17"
"775","six us equity",2016-03-31,4,"six4",1,1,"1","1",1,"1","4/27/2016","115.419",96.058,"2016-04-26"
"776","six us equity",2016-06-30,5,"six5",1,0,"1","-1",-1,"1","7/27/2016","407.066",409.3,"2016-07-26"
"777","six us equity",2016-09-30,6,"six6",-1,1,"-1","-1",-1,"-1","10/26/2016","557.599",586.5,"2016-10-25"
"778","six us equity",2016-12-31,7,"six7",1,1,"1","1",1,"1","2/22/2017","239.314",229.5,"2017-02-21"
"779","six us equity",2017-03-31,8,"six8",-1,1,"-1","-1",-1,"-1","4/26/2017","99.528",109.364,"2017-04-25"
"780","smrt us equity",2015-04-30,0,"smrt0",-1,0,NA,NA,1,"-1","5/21/2015","353.521",348,"2015-05-20"
"781","smrt us equity",2015-07-31,1,"smrt1",1,0,NA,NA,-1,"1","8/20/2015","311.583",314.333,"2015-08-19"
"782","smrt us equity",2015-10-31,2,"smrt2",1,0,NA,NA,-1,"1","11/19/2015","300.665",306.333,"2015-11-18"
"783","smrt us equity",2016-01-31,3,"smrt3",-1,0,NA,NA,1,"-1","3/10/2016","394.132",394,"2016-03-09"
"784","smrt us equity",2016-04-30,4,"smrt4",1,0,NA,NA,-1,"1","5/19/2016","355.712",369,"2016-05-18"
"785","smrt us equity",2016-07-31,5,"smrt5",-1,1,NA,NA,-1,"-1","8/19/2016","319.761",326,"2016-08-18"
"786","smrt us equity",2016-10-31,6,"smrt6",1,0,NA,NA,-1,"1","11/17/2016","299.527",304,"2016-11-16"
"787","smrt us equity",2017-01-31,7,"smrt7",1,0,NA,NA,-1,"1","3/8/2017","385.518",388.5,"2017-03-07"
"788","smrt us equity",2017-04-30,8,"smrt8",-1,1,NA,NA,-1,"-1","5/17/2017","337.335",359,"2017-05-17"
"789","sonc us equity",2015-05-31,0,"sonc0",-1,0,NA,NA,1,"-1","6/22/2015","164.748",163.636,"2015-06-22"
"790","sonc us equity",2015-08-31,1,"sonc1",1,0,NA,NA,-1,"1","10/19/2015","175.266",175.5,"2015-10-19"
"791","sonc us equity",2015-11-30,2,"sonc2",1,1,NA,NA,1,"1","1/5/2016","145.803",144.333,"2016-01-05"
"792","sonc us equity",2016-02-29,3,"sonc3",1,1,NA,NA,1,"1","3/29/2016","133.16",127.917,"2016-03-29"
"793","sonc us equity",2016-05-31,4,"sonc4",-1,1,NA,NA,-1,"-1","6/23/2016","165.239",165.846,"2016-06-23"
"794","sonc us equity",2016-08-31,5,"sonc5",-1,1,NA,NA,-1,"-1","10/24/2016","162.118",167.231,"2016-10-24"
"795","sonc us equity",2016-11-30,6,"sonc6",-1,1,NA,NA,-1,"-1","1/4/2017","129.551",130.643,"2017-01-04"
"796","sonc us equity",2017-02-28,7,"sonc7",1,0,NA,NA,-1,"1","3/28/2017","100.158",104.621,"2017-03-28"
"797","spls us equity",2015-04-30,0,"spls0",-1,1,NA,NA,-1,"-1","5/20/2015","5262",5464.929,"2015-05-19"
"798","spls us equity",2015-07-31,1,"spls1",1,0,NA,NA,-1,"1","8/19/2015","4937",4961.833,"2015-08-18"
"799","spls us equity",2015-10-31,2,"spls2",1,0,NA,NA,-1,"1","11/18/2015","5593",5662.909,"2015-11-17"
"800","spls us equity",2016-01-31,3,"spls3",-1,1,NA,NA,-1,"-1","3/4/2016","5268",5400.364,"2016-03-03"
"801","spls us equity",2016-04-30,4,"spls4",1,1,NA,NA,1,"1","5/18/2016","5101",5081.909,"2016-05-17"
"802","spls us equity",2016-07-31,5,"spls5",-1,1,NA,NA,-1,"-1","8/17/2016","4752",4766.7,"2016-08-16"
"803","spls us equity",2016-10-31,6,"spls6",-1,1,NA,NA,-1,"-1","11/17/2016","5355",5390.7,"2016-11-16"
"804","spls us equity",2017-01-31,7,"spls7",-1,1,NA,NA,-1,"-1","3/9/2017","4560",5022.2,"2017-03-08"
"805","spls us equity",2017-04-30,8,"spls8",-1,1,NA,NA,-1,"-1","5/16/2017","4149",4455.6,"2017-05-15"
"806","spwh us equity",2015-04-30,0,"spwh0",1,1,"1","1",1,NA,"5/28/2015","144.493",142.875,"2015-05-28"
"807","spwh us equity",2015-07-31,1,"spwh1",-1,0,"-1","-1",1,NA,"8/27/2015","172.985",171.333,"2015-08-27"
"808","spwh us equity",2015-10-31,2,"spwh2",-1,1,"-1","-1",-1,NA,"11/19/2015","199.704",201.667,"2015-11-19"
"809","spwh us equity",2016-01-31,3,"spwh3",-1,0,"-1","-1",1,"-1","3/23/2016","212.73",206.778,"2016-03-23"
"810","spwh us equity",2016-04-30,4,"spwh4",1,0,"1","1",-1,"1","5/24/2016","151.615",158.429,"2016-05-24"
"811","spwh us equity",2016-07-31,5,"spwh5",-1,0,"-1","1",1,"-1","8/18/2016","189.804",182.571,"2016-08-18"
"812","spwh us equity",2016-10-31,6,"spwh6",-1,0,"-1","-1",1,"-1","11/17/2016","217.161",216,"2016-11-17"
"813","spwh us equity",2017-01-31,7,"spwh7",-1,1,"-1","-1",-1,"-1","3/23/2017","221.376",227.571,"2017-03-23"
"814","spwh us equity",2017-04-30,8,"spwh8",1,1,"1","1",1,"1","5/18/2017","156.898",151.714,"2017-05-18"
"815","svu us equity",2015-05-31,0,"svu0",-1,0,NA,NA,1,"-1","7/28/2015","5407",5351.4,"2015-07-27"
"816","svu us equity",2015-08-31,1,"svu1",1,0,NA,NA,-1,"-1","10/21/2015","4062",4126,"2015-10-20"
"817","svu us equity",2015-11-30,2,"svu2",-1,1,NA,NA,-1,"-1","1/13/2016","4114",4162.556,"2016-01-12"
"818","svu us equity",2016-02-29,3,"svu3",-1,1,NA,NA,-1,"-1","4/26/2016","3946",3995.3,"2016-04-25"
"819","svu us equity",2016-05-31,4,"svu4",-1,1,NA,NA,-1,"-1","7/27/2016","5196",5290.125,"2016-07-26"
"820","svu us equity",2016-08-31,5,"svu5",-1,1,NA,NA,-1,"-1","10/19/2016","3865",3943.1,"2016-10-18"
"821","svu us equity",2016-11-30,6,"svu6",1,1,NA,NA,1,"1","1/11/2017","3003",2954,"2017-01-10"
"822","svu us equity",2017-02-28,7,"svu7",1,1,NA,NA,1,"1","4/25/2017","2907",2903.556,"2017-04-24"
"823","ta us equity",2015-03-31,0,"ta0",-1,1,"-1","-1",-1,NA,"5/7/2015","1407.701",1689.75,"2015-05-06"
"824","ta us equity",2015-06-30,1,"ta1",-1,1,"1","1",-1,NA,"8/6/2015","1582.883",1712.25,"2015-08-05"
"825","ta us equity",2015-09-30,2,"ta2",-1,1,"-1","-1",-1,"-1","11/9/2015","1508.993",1705.667,"2015-11-08"
"826","ta us equity",2015-12-31,3,"ta3",-1,1,"-1","-1",-1,"-1","3/14/2016","1351.056",1636.75,"2016-03-13"
"827","ta us equity",2016-03-31,4,"ta4",-1,1,"1","1",-1,"-1","5/9/2016","1164.45",1384.5,"2016-05-08"
"828","ta us equity",2016-06-30,5,"ta5",-1,0,"-1","-1",1,"1","8/8/2016","1445.065",1414.5,"2016-08-07"
"829","ta us equity",2016-09-30,6,"ta6",-1,1,"-1","-1",-1,"1","11/8/2016","1477.603",1553.25,"2016-11-07"
"830","ta us equity",2016-12-31,7,"ta7",1,0,"-1","-1",-1,"1","2/28/2017","1424.287",1447.333,"2017-02-27"
"831","ta us equity",2017-03-31,8,"ta8",1,0,"-1","-1",-1,"1","5/9/2017","1390.766",1520,"2017-05-08"
"832","tgt us equity",2015-04-30,0,"tgt0",-1,0,NA,NA,1,"-1","5/20/2015","17119",17086.5,"2015-05-19"
"833","tgt us equity",2015-07-31,1,"tgt1",-1,0,NA,NA,1,"-1","8/19/2015","17427",17398,"2015-08-18"
"834","tgt us equity",2015-10-31,2,"tgt2",-1,0,NA,NA,1,"-1","11/18/2015","17613",17568,"2015-11-17"
"835","tgt us equity",2016-01-31,3,"tgt3",-1,0,NA,NA,1,"-1","2/24/2016","21626",21622.786,"2016-02-23"
"836","tgt us equity",2016-04-30,4,"tgt4",1,0,NA,NA,-1,"1","5/18/2016","16196",16313.7,"2016-05-17"
"837","tgt us equity",2016-07-31,5,"tgt5",1,0,NA,NA,-1,"1","8/17/2016","16169",16172.526,"2016-08-16"
"838","tgt us equity",2016-10-31,6,"tgt6",1,1,NA,NA,1,"1","11/16/2016","16441",16302.316,"2016-11-15"
"839","tgt us equity",2017-01-31,7,"tgt7",-1,0,NA,NA,1,"-1","2/28/2017","20690",20682.091,"2017-02-27"
"840","tgt us equity",2017-04-30,8,"tgt8",1,1,NA,NA,1,"1","5/17/2017","16017",15620.455,"2017-05-16"
"841","titn us equity",2015-04-30,0,"titn0",-1,0,NA,NA,1,"-1","5/28/2015","353.196",352,"2015-05-27"
"842","titn us equity",2015-07-31,1,"titn1",-1,1,NA,NA,-1,"-1","9/9/2015","334.19",361,"2015-09-08"
"843","titn us equity",2015-10-31,2,"titn2",-1,1,NA,NA,-1,"-1","12/3/2015","344.975",417.625,"2015-12-02"
"844","titn us equity",2016-01-31,3,"titn3",-1,0,NA,NA,1,"-1","4/13/2016","335.474",335.143,"2016-04-12"
"845","titn us equity",2016-04-30,4,"titn4",1,0,NA,NA,-1,"1","5/26/2016","284.86",290.5,"2016-05-25"
"846","titn us equity",2016-07-31,5,"titn5",1,0,NA,NA,-1,"1","8/25/2016","278.333",291.25,"2016-08-24"
"847","titn us equity",2016-10-31,6,"titn6",-1,0,NA,NA,1,"-1","11/30/2016","332.266",305.429,"2016-11-29"
"848","titn us equity",2017-01-31,7,"titn7",-1,0,NA,NA,1,"-1","3/30/2017","317.621",316.857,"2017-03-29"
"849","titn us equity",2017-04-30,8,"titn8",1,1,NA,NA,1,"1","5/25/2017","264.118",258.857,"2017-05-24"
"850","tjx us equity",2015-04-30,0,"tjx0",1,1,NA,NA,1,NA,"5/19/2015","6865.637",6795.692,"2015-05-18"
"851","tjx us equity",2015-07-31,1,"tjx1",1,1,NA,NA,1,NA,"8/18/2015","7363.731",7254.625,"2015-08-17"
"852","tjx us equity",2015-10-31,2,"tjx2",1,1,NA,NA,1,"1","11/17/2015","7753.495",7732.52,"2015-11-16"
"853","tjx us equity",2016-01-31,3,"tjx3",-1,0,NA,NA,1,"-1","2/24/2016","8962.075",8726.96,"2016-02-23"
"854","tjx us equity",2016-04-30,4,"tjx4",1,1,NA,NA,1,"1","5/17/2016","7542.356",7290.833,"2016-05-16"
"855","tjx us equity",2016-07-31,5,"tjx5",1,1,NA,NA,1,"1","8/16/2016","7882.053",7855.333,"2016-08-15"
"856","tjx us equity",2016-10-31,6,"tjx6",1,1,NA,NA,1,"1","11/15/2016","8291.688",8224.652,"2016-11-14"
"857","tjx us equity",2017-01-31,7,"tjx7",-1,0,NA,NA,1,"-1","2/22/2017","9467.647",9441.385,"2017-02-21"
"858","tjx us equity",2017-04-30,8,"tjx8",-1,1,NA,NA,-1,"-1","5/16/2017","7784.024",7880.96,NA
"859","tts us equity",2015-03-31,0,"tts0",1,1,NA,NA,1,"1","4/21/2015","72.963",70.7,"2015-04-20"
"860","tts us equity",2015-06-30,1,"tts1",1,1,NA,NA,1,"1","7/21/2015","75.706",73.7,"2015-07-20"
"861","tts us equity",2015-09-30,2,"tts2",1,1,NA,NA,1,"1","10/20/2015","72.404",69.85,"2015-10-19"
"862","tts us equity",2015-12-31,3,"tts3",1,0,NA,NA,-1,"1","2/16/2016","71.914",72,"2016-02-15"
"863","tts us equity",2016-03-31,4,"tts4",-1,0,NA,NA,1,"-1","4/19/2016","84.714",80.483,"2016-04-18"
"864","tts us equity",2016-06-30,5,"tts5",-1,1,NA,NA,-1,"-1","7/19/2016","84.27",84.4,"2016-07-18"
"865","tts us equity",2016-09-30,6,"tts6",1,1,NA,NA,1,"1","10/18/2016","78.559",78.22,"2016-10-17"
"866","tts us equity",2016-12-31,7,"tts7",1,0,NA,NA,-1,"1","2/14/2017","76.614",78.6,"2017-02-13"
"867","tts us equity",2017-03-31,8,"tts8",-1,0,NA,NA,1,"-1","4/18/2017","92.135",89.9,"2017-04-17"
"868","tues us equity",2015-03-31,0,"tues0",1,0,"1","-1",-1,"1","4/30/2015","189.726",194,"2015-04-30"
"869","tues us equity",2015-06-30,1,"tues1",-1,1,"-1","-1",-1,"-1","8/20/2015","213.03",219.5,"2015-08-20"
"870","tues us equity",2015-09-30,2,"tues2",-1,1,"-1",NA,-1,"-1","10/29/2015","202.328",203.5,"2015-10-29"
"871","tues us equity",2015-12-31,3,"tues3",-1,0,"-1","-1",1,"-1","1/29/2016","319.876",305.4,"2016-01-28"
"872","tues us equity",2016-03-31,4,"tues4",1,1,"1","1",1,"1","4/29/2016","211.38",203.667,"2016-04-28"
"873","tues us equity",2016-06-30,5,"tues5",1,0,"1","1",-1,"1","8/19/2016","222.812",228,"2016-08-18"
"874","tues us equity",2016-09-30,6,"tues6",1,0,"1","1",-1,"1","10/27/2016","211.885",215.5,"2016-10-26"
"875","tues us equity",2016-12-31,7,"tues7",-1,0,"-1","-1",1,"-1","2/3/2017","328.137",327.25,"2017-02-02"
"876","tues us equity",2017-03-31,8,"tues8",1,0,"1","1",-1,"1","5/4/2017","203.001",206,"2017-05-03"
"877","txrh us equity",2015-03-31,0,"txrh0",-1,1,"-1","-1",-1,"-1","5/4/2015","460.23",465.824,"2015-05-04"
"878","txrh us equity",2015-06-30,1,"txrh1",1,1,"1","1",1,"1","8/3/2015","454.698",451.105,"2015-08-03"
"879","txrh us equity",2015-09-30,2,"txrh2",1,0,"1","1",-1,"1","11/2/2015","438.089",439.35,"2015-11-02"
"880","txrh us equity",2015-12-31,3,"txrh3",1,1,"1","1",1,"1","2/22/2016","454.351",453.765,"2016-02-22"
"881","txrh us equity",2016-03-31,4,"txrh4",-1,1,"-1","-1",-1,"-1","5/2/2016","515.559",516.3,"2016-05-02"
"882","txrh us equity",2016-06-30,5,"txrh5",-1,1,"-1","-1",-1,"-1","8/1/2016","508.808",509.316,"2016-08-01"
"883","txrh us equity",2016-09-30,6,"txrh6",1,0,"1","1",-1,"1","11/1/2016","481.637",483.842,"2016-11-01"
"884","txrh us equity",2016-12-31,7,"txrh7",1,0,"1","1",-1,"1","2/21/2017","484.71",497.4,"2017-02-21"
"885","txrh us equity",2017-03-31,8,"txrh8",-1,0,"-1","-1",1,"-1","5/1/2017","567.686",560.684,"2017-05-01"
"886","wen us equity",2015-03-31,0,"wen0",1,0,NA,NA,-1,"1","5/6/2015","466.246",473.083,"2015-05-05"
"887","wen us equity",2015-06-30,1,"wen1",-1,0,NA,NA,1,"-1","8/5/2015","489.534",487.917,"2015-08-04"
"888","wen us equity",2015-09-30,2,"wen2",1,1,NA,NA,1,"1","11/4/2015","464.629",434.769,"2015-11-03"
"889","wen us equity",2015-12-31,3,"wen3",-1,0,NA,NA,1,"-1","2/9/2016","464.365",457.769,"2016-02-08"
"890","wen us equity",2016-03-31,4,"wen4",1,1,NA,NA,1,"1","5/11/2016","378.787",349.867,"2016-05-10"
"891","wen us equity",2016-06-30,5,"wen5",-1,0,NA,NA,1,"-1","8/10/2016","382.718",367,"2016-08-09"
"892","wen us equity",2016-09-30,6,"wen6",-1,0,NA,NA,1,"-1","11/9/2016","364.012",351.235,"2016-11-08"
"893","wen us equity",2016-12-31,7,"wen7",1,1,NA,NA,1,"1","2/16/2017","309.901",308.706,"2017-02-15"
"894","wen us equity",2017-03-31,8,"wen8",1,1,NA,NA,1,"1","5/10/2017","285.819",282.353,"2017-05-09"
"895","wfm us equity",2015-03-31,0,"wfm0",-1,1,NA,NA,-1,NA,"5/6/2015","3647",3704.308,"2015-05-06"
"896","wfm us equity",2015-06-30,1,"wfm1",1,0,NA,NA,-1,NA,"7/29/2015","3632",3686.37,"2015-07-29"
"897","wfm us equity",2015-09-30,2,"wfm2",1,0,NA,NA,-1,NA,"11/4/2015","3438",3471.154,"2015-11-04"
"898","wfm us equity",2015-12-31,3,"wfm3",-1,0,NA,NA,1,NA,"2/10/2016","4829",4815.118,"2016-02-10"
"899","wfm us equity",2016-03-31,4,"wfm4",-1,1,NA,NA,-1,NA,"5/4/2016","3696",3740.542,"2016-05-04"
"900","wfm us equity",2016-06-30,5,"wfm5",1,0,NA,NA,-1,NA,"7/27/2016","3703",3718.955,"2016-07-27"
"901","wfm us equity",2016-09-30,6,"wfm6",1,0,NA,NA,-1,NA,"11/2/2016","3497",3509.579,"2016-11-02"
"902","wfm us equity",2016-12-31,7,"wfm7",-1,1,NA,NA,-1,NA,"2/8/2017","4918",4966.063,"2017-02-08"
"903","wfm us equity",2017-03-31,8,"wfm8",1,1,NA,NA,1,NA,"5/10/2017","3737",3727.158,"2017-05-10"
"904","wmt us equity",2015-04-30,0,"wmt0",1,0,NA,NA,-1,"1","5/19/2015","114826",116229.667,"2015-05-18"
"905","wmt us equity",2015-07-31,1,"wmt1",-1,0,NA,NA,1,"-1","8/18/2015","120229",119732.9,"2015-08-17"
"906","wmt us equity",2015-10-31,2,"wmt2",1,0,NA,NA,-1,"1","11/17/2015","117408",118101.647,"2015-11-16"
"907","wmt us equity",2016-01-31,3,"wmt3",-1,1,NA,NA,-1,"-1","2/18/2016","129667",130597.895,"2016-02-17"
"908","wmt us equity",2016-04-30,4,"wmt4",1,1,NA,NA,1,"1","5/19/2016","115904",113405.5,"2016-05-18"
"909","wmt us equity",2016-07-31,5,"wmt5",1,1,NA,NA,1,"1","8/18/2016","120854",120312.842,"2016-08-17"
"910","wmt us equity",2016-10-31,6,"wmt6",-1,1,NA,NA,-1,"-1","11/17/2016","118179",118755.95,"2016-11-16"
"911","wmt us equity",2017-01-31,7,"wmt7",-1,1,NA,NA,-1,"-1","2/21/2017","130936",131093.261,"2017-02-20"
"912","wmt us equity",2017-04-30,8,"wmt8",1,0,NA,NA,-1,"1","5/18/2017","117542",117720.042,"2017-05-17"
"913","woof us equity",2015-03-31,0,"woof0",1,1,NA,NA,1,"1","4/29/2015","499.453",497.625,"2015-04-28"
"914","woof us equity",2015-06-30,1,"woof1",1,1,NA,NA,1,"1","7/29/2015","548.785",538.5,"2015-07-28"
"915","woof us equity",2015-09-30,2,"woof2",-1,1,NA,NA,-1,"-1","10/28/2015","551.717",554.125,"2015-10-27"
"916","woof us equity",2015-12-31,3,"woof3",1,1,NA,NA,1,"1","2/11/2016","533.72",531,"2016-02-10"
"917","woof us equity",2016-03-31,4,"woof4",1,1,NA,NA,1,"1","4/27/2016","563.439",555.625,"2016-04-26"
"918","woof us equity",2016-06-30,5,"woof5",-1,0,NA,NA,1,"-1","7/27/2016","653.489",637.333,"2016-07-26"
"919","woof us equity",2016-09-30,6,"woof6",-1,1,NA,NA,-1,"-1","10/26/2016","656.854",669,"2016-10-25"
"920","woof us equity",2016-12-31,7,"woof7",1,1,NA,NA,1,"1","2/9/2017","643.081",642.8,"2017-02-08"
"921","woof us equity",2017-03-31,8,"woof8",-1,0,NA,NA,1,"-1","4/27/2017","678.251",676.5,"2017-04-27"
"922","wsm us equity",2015-04-30,0,"wsm0",1,1,"-1","1",1,NA,"5/20/2015","1030.676",1009.583,"2015-05-20"
"923","wsm us equity",2015-07-31,1,"wsm1",1,1,"1","1",1,"1","8/26/2015","1127.028",1107.696,"2015-08-26"
"924","wsm us equity",2015-10-31,2,"wsm2",-1,0,"-1","-1",1,"-1","11/19/2015","1232.082",1215.72,"2015-11-19"
"925","wsm us equity",2016-01-31,3,"wsm3",-1,1,"-1","-1",-1,"-1","3/16/2016","1586.304",1619.333,"2016-03-16"
"926","wsm us equity",2016-04-30,4,"wsm4",1,1,"1","1",1,"1","5/25/2016","1097.817",1078.913,"2016-05-25"
"927","wsm us equity",2016-07-31,5,"wsm5",-1,1,"1","1",-1,"1","8/24/2016","1159.029",1166.682,"2016-08-24"
"928","wsm us equity",2016-10-31,6,"wsm6",1,0,"1","1",-1,"1","11/17/2016","1245.385",1262.667,"2016-11-17"
"929","wsm us equity",2017-01-31,7,"wsm7",1,0,"-1","-1",-1,"1","3/15/2017","1581.581",1605.913,"2017-03-15"
"930","wsm us equity",2017-04-30,8,"wsm8",-1,0,"-1","1",1,"-1","5/24/2017","1111.507",1105.522,"2017-05-24"
"931","yum us equity",2015-03-31,0,"yum0",1,0,NA,NA,-1,NA,"4/21/2015","2622",2648.813,"2015-04-21"
"932","yum us equity",2015-06-30,1,"yum1",1,0,NA,NA,-1,NA,"7/14/2015","3105",3139.857,"2015-07-14"
"933","yum us equity",2015-09-30,2,"yum2",1,0,NA,NA,-1,"-1","10/6/2015","3427",3599.333,"2015-10-06"
"934","yum us equity",2015-12-31,3,"yum3",-1,1,NA,NA,-1,"-1","2/3/2016","3951",4031.556,"2016-02-03"
"935","yum us equity",2016-03-31,4,"yum4",-1,1,NA,NA,-1,"1","4/20/2016","2619",2658.944,"2016-04-20"
"936","yum us equity",2016-06-30,5,"yum5",-1,1,NA,NA,-1,"1","7/13/2016","3008",3066.882,"2016-07-13"
"937","yum us equity",2016-09-30,6,"yum6",-1,1,NA,NA,-1,"1","10/5/2016","3316",3494.375,"2016-10-05"
"938","yum us equity",2016-12-31,7,"yum7",1,0,NA,NA,-1,"1","2/9/2017","2024",2040.375,"2017-02-08"
"939","yum us equity",2017-03-31,8,"yum8",1,1,NA,NA,1,"1","5/3/2017","1417",1377.778,"2017-05-02"
"940","zumz us equity",2015-04-30,0,"zumz0",-1,0,"-1","-1",1,NA,"6/4/2015","177.61",176.941,"2015-06-04"
"941","zumz us equity",2015-07-31,1,"zumz1",1,0,"1","1",-1,NA,"9/10/2015","179.819",180.118,"2015-09-10"
"942","zumz us equity",2015-10-31,2,"zumz2",-1,0,"-1","-1",1,NA,"12/3/2015","204.32",204.267,"2015-12-03"
"943","zumz us equity",2016-01-31,3,"zumz3",-1,0,"-1","-1",1,NA,"3/10/2016","242.434",240.786,"2016-03-10"
"944","zumz us equity",2016-04-30,4,"zumz4",1,1,"1","1",1,NA,"6/2/2016","174.699",171.8,"2016-06-02"
"945","zumz us equity",2016-07-31,5,"zumz5",1,1,"1","1",1,NA,"9/8/2016","178.272",177.667,"2016-09-08"
"946","zumz us equity",2016-10-31,6,"zumz6",-1,0,"-1","-1",1,NA,"12/1/2016","221.391",220,"2016-12-01"
"947","zumz us equity",2017-01-31,7,"zumz7",-1,0,"-1","-1",1,NA,"3/9/2017","263.635",262.2,"2017-03-09"
"948","zumz us equity",2017-04-30,8,"zumz8",1,1,"1","1",1,NA,"6/1/2017","181.155",179.8,"2017-06-01"
